sport,league,event_id,event_starts_at,matchup,alt_type,market_type,market,selection,headline_side,team,player,player_id,market_id,outcome_id,line,book,price,decimal_price,implied_prob,l5_pct,l10_pct,season_pct,estimated_prob,conservative_prob,edge_pct,ev_pct,confidence_score,shadow_status,rejection_reasons,recommended_units_pre_news,portfolio_shadow_units,stable_wager_id,cap_reasons,actionable,board,scope,as_of
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,TOTAL,TEAM_PROP,RUNS,SEA RUNS UNDER 5.5,UNDER,SEA,,,6f289ed81a746cadc34a996bc185176558079d49,ed397e5f9dfd1a7276c7469ca37c7629a15d1dda,5.5,Hard Rock,-275,1.3636,0.73333,100.0,90.0,,0.785714,0.619416,-11.391,-15.536,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,TEAM_PROP,RUNS,LAA RUNS UNDER 5.5,UNDER,LAA,,,ae8c7f1e018251cda58ceef38566c607eab3b773,f9a7e10e8fcb6090ca66ca50f53f04c481103613,5.5,Hard Rock,-275,1.3636,0.73333,80.0,90.0,,0.785714,0.619416,-11.391,-15.536,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ARI +2.5,AWAY,ARI,,,56a1e392599827425add36b976a5c0e3b8055b26,019bdf1c1313b2cac3517809cbb032eac0cc18ab,2.5,Novig,-182,1.5495,0.64539,100.0,80.0,,0.714286,0.543686,-10.17,-15.756,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +19,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,63e54eca71f95caa47ecaaf8d53927e2db1cfafc,19.0,Fanatics,-500,1.2,0.83333,100.0,100.0,,0.857143,0.700218,-13.311,-15.974,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +15,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,e782fc2d5d081402af60b7efddae8e4d82ded8a1,15.0,Fanatics,-285,1.3509,0.74026,80.0,90.0,,0.785714,0.619416,-12.084,-16.323,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +19.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,3d7fc12c97c87369b6cf81cd4dce2788155b8532,19.5,Fanatics,-525,1.1905,0.84,100.0,100.0,,0.857143,0.700218,-13.978,-16.639,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +18,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,91a1a9ef8f599d2e77fb7d27ba3924a96812d0e3,18.0,Fanatics,-450,1.2222,0.81818,80.0,100.0,,0.846154,0.680406,-13.777,-16.841,75.824,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,SPREAD,GAMELINE,SPREAD,TOR +2,HOME,TOR,,,c54a8aff5dc6e303037d96f84447d1c8a6b98e8a,ae84e482484bb049dd68cc5c6bb0b920ed3a63e2,2.0,DraftKings,-190,1.5263,0.65517,80.0,80.0,,0.714286,0.543686,-11.148,-17.017,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,PLAYER_PROP,PLAYER_PROP,SO,Robert Gasser SO OVER 2.5,OVER,MIL,Robert Gasser,,35562596d70c68f80cd97baa79a601e2da83bb14,5436f6012044e37249f33be79bfbb1bfc5668434,2.5,Fanatics,-550,1.181818,0.846154,100.0,100.0,100.0,0.857143,0.700218,-14.594,-17.247,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0a0695b5ceedd8e03ad7fc7168e13abaaa63c4c4,2026-08-15T02:15:00+00:00,COL @ SF,TOTAL,TEAM_PROP,RUNS,SF RUNS UNDER 6.5,UNDER,SF,,,16b3df35d70972486adcb556480c9791d0ec1abf,415f0d08f758d1d0d684c53269f0974c25b38074,6.5,DraftKings,-550,1.1818,0.84615,100.0,100.0,,0.857143,0.700218,-14.593,-17.248,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +15.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,663744536d8707550a93421812ca711d71dc56c2,15.5,Hard Rock,-300,1.3333,0.75,80.0,90.0,,0.785714,0.619416,-13.058,-17.413,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ATL +1.5,HOME,ATL,,,56a1e392599827425add36b976a5c0e3b8055b26,a3df5381cc66c8c8aa109cc4726f6252fc313493,1.5,Novig,-300,1.3333,0.75,80.0,90.0,,0.785714,0.619416,-13.058,-17.413,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +20,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,35247113a1aa3975f6820cb9a8f717a72d017b10,20.0,Fanatics,-575,1.1739,0.85185,100.0,100.0,,0.857143,0.700218,-15.163,-17.801,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,TOTAL,TEAM_PROP,RUNS,ATH RUNS UNDER 7.5,UNDER,ATH,,,c8e98b7b8a7d4148b61c22ed8ca59afbfa6bb6e1,99a70bd2ea27f73031cea0943e328344f752d8fe,7.5,DraftKings,-575,1.1739,0.85185,100.0,100.0,,0.857143,0.700218,-15.163,-17.801,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,SPREAD,GAMELINE,SPREAD,DET +3.5,HOME,DET,,,1f8117721bac3b567064cdbcf1ca8e27213df38c,8af66b375d8c6169d3a13540032aba412abdd777,3.5,Fanatics,-575,1.1739,0.85185,100.0,100.0,,0.857143,0.700218,-15.163,-17.801,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0a0695b5ceedd8e03ad7fc7168e13abaaa63c4c4,2026-08-15T02:15:00+00:00,COL @ SF,PLAYER_PROP,PLAYER_PROP,2B,Osleivis Basabe 2B UNDER 0.5,UNDER,SF,Osleivis Basabe,,89f381b0ed10cf976ae41742942a7123a7f2fa4c,891a326eb48d8a35239f543d8fb8ef2469fd8013,0.5,Hard Rock,-475,1.210526,0.826087,100.0,100.0,91.0,0.834643,0.674106,-15.198,-18.398,79.096,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,GAMELINE,TOTAL,PDX @ SEA TOTAL OVER 173.5,OVER,,,,16b88431d1fc228316527156a32a7938df78417a,46aa5c3eaac772de4c331bac29a0ebce54d296da,173.5,Fanatics,-200,1.5,0.66667,80.0,80.0,,0.714286,0.543686,-12.298,-18.447,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,TEAM_PROP,RUNS,ATL RUNS OVER 3.5,OVER,ATL,,,9da247bf8dc5946da70a29f3a5f82db01a5d7d8d,6b031258884ecad21df95d5ba7c21a71712ed255,3.5,Hard Rock,-200,1.5,0.66667,80.0,80.0,,0.714286,0.543686,-12.298,-18.447,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,TEAM_PROP,RUNS,ATL RUNS UNDER 5.5,UNDER,ATL,,,9da247bf8dc5946da70a29f3a5f82db01a5d7d8d,cc7f5e8e089b11db1e43a3c478fd1fd5bb04658e,5.5,DraftKings,-200,1.5,0.66667,80.0,80.0,,0.714286,0.543686,-12.298,-18.447,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,PLAYER_PROP,PLAYER_PROP,SO,Jake Bennett SO OVER 2.5,OVER,BOS,Jake Bennett,,541f93dd3dd4d5b4307bf2a67f0c49ee2c2cd344,4b28974478bf7695d2c73dd03d835fb46c0651cc,2.5,Midnite,-500,1.2,0.833333,100.0,100.0,92.0,0.837143,0.676975,-15.636,-18.763,79.418,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ARI +2,AWAY,ARI,,,56a1e392599827425add36b976a5c0e3b8055b26,45fabf6cb7aa2ad0d90f1d03675e0ece91f734b3,2.0,DraftKings,-174,1.5747,0.63504,80.0,77.778,,0.692309,0.514666,-12.037,-18.955,61.991,REJECTED,RECENT_HIT_RATE_BELOW_80;CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,GAMELINE,TOTAL,KC @ LAA TOTAL UNDER 11.5,UNDER,,,,0f763b495f66a6a56471fd466c6339749a41668e,c23ba2cc50d34a57e3012959c33e6b39f665c89d,11.5,Hard Rock,-325,1.3077,0.76471,80.0,90.0,,0.785714,0.619416,-14.529,-18.999,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,TEAM_PROP,RUNS,ATL RUNS UNDER 6.5,UNDER,ATL,,,9da247bf8dc5946da70a29f3a5f82db01a5d7d8d,8e3793c75eba60cf2c799196df21f6820bd53a72,6.5,DraftKings,-330,1.303,0.76744,100.0,90.0,,0.785714,0.619416,-14.802,-19.29,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +16,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,1220016f87d128fc94c181406060f8df01c4d7c2,16.0,Fanatics,-330,1.303,0.76744,80.0,90.0,,0.785714,0.619416,-14.802,-19.29,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,TOTAL,TEAM_PROP,RUNS,BAL RUNS UNDER 5.5,UNDER,BAL,,,b9c51649dea61d86277ae9d8555c0e7a6a03c94d,a891ec5bb48d9d8627501bcea5fd7b645918ef0e,5.5,DraftKings,-330,1.303,0.76744,80.0,90.0,,0.785714,0.619416,-14.802,-19.29,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +20.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,f3e4a52358feadeca9ccc38aaafe289ed60ef4d4,20.5,DraftKings,-660,1.1515,0.86842,100.0,100.0,,0.857143,0.700218,-16.82,-19.37,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,PLAYER_PROP,PLAYER_PROP,SO,Kumar Rocker SO OVER 2.5,OVER,TEX,Kumar Rocker,,7b27d1736a5880d892cb80e05f324a6233f60978,0ca8ba236f655cf48739f84fcab224e7a2ab9b28,2.5,Midnite,-500,1.2,0.833333,100.0,100.0,90.0,0.832143,0.671246,-16.209,-19.451,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,SPREAD,GAMELINE,SPREAD,TOR +2.5,HOME,TOR,,,c54a8aff5dc6e303037d96f84447d1c8a6b98e8a,1a31d55528af8c53d1fc7bd0fcd4d65634afc28f,2.5,Novig,-208,1.4808,0.67532,80.0,80.0,,0.714286,0.543686,-13.163,-19.491,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,SPREAD,GAMELINE,SPREAD,MIL +3,AWAY,MIL,,,f94d099e63f4a716463b46fd30e8804f3e71372f,c2f908aca508bc4bb6a00d61b69c1321e49c2466,3.0,DraftKings,-334,1.2994,0.76959,80.0,90.0,,0.785714,0.619416,-15.017,-19.513,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,TOTAL,TEAM_PROP,RUNS,ATH RUNS UNDER 6.5,UNDER,ATH,,,c8e98b7b8a7d4148b61c22ed8ca59afbfa6bb6e1,841c1c6b93bd95205e6c1cec964da74908441159,6.5,DraftKings,-340,1.2941,0.77273,80.0,90.0,,0.785714,0.619416,-15.331,-19.841,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,TEAM_PROP,RUNS,MIL RUNS UNDER 6.5,UNDER,MIL,,,aafaa7099ebdcd43d5179ccdcb51161e9f79c5a5,ae21c16393109d742e6718a4d579a340fa61b335,6.5,Midnite,-700,1.1429,0.875,100.0,100.0,,0.857143,0.700218,-17.478,-19.972,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,TOTAL,TEAM_PROP,RUNS,TEX RUNS UNDER 8.5,UNDER,TEX,,,e172b5cd1db0d53974f63075af25b48332d59807,0af80f463fad34c72d064b8099947a04648f4d87,8.5,Midnite,-700,1.1429,0.875,100.0,100.0,,0.857143,0.700218,-17.478,-19.972,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,TOTAL,TEAM_PROP,TOTAL,DET TOTAL OVER 1.5,OVER,DET,,,ba99c7fcda61d13e66befc1e5947055f486ec199,141eda72bf83199fb7bfc00f05fe75116bc0d49f,1.5,kalshi,-719.0,1.1391,0.8779,,100.0,,0.857143,0.700218,-17.768,-20.238,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,TOTAL,GAMELINE,TOTAL,WSH @ NYM TOTAL OVER 7.0,OVER,,,,e5b249e95c9b178083c1ddb167199f8a3d177444,4caf673d7cdc70aea111d6d49bedc1a3ce3935b3,7.0,Fanatics,-215,1.4651,0.68254,80.0,80.0,,0.714286,0.543686,-13.885,-20.345,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,SPREAD,GAMELINE,SPREAD,DET +2.5,HOME,DET,,,1f8117721bac3b567064cdbcf1ca8e27213df38c,f17ed70f9bbe250122c6871dc4c8502b01bda209,2.5,Fanatics,-350,1.2857,0.77778,100.0,90.0,,0.785714,0.619416,-15.836,-20.362,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +16.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,de7380eb3da5a292fa0d5d2ae336504d5365b365,16.5,Hard Rock,-350,1.2857,0.77778,80.0,90.0,,0.785714,0.619416,-15.836,-20.362,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,PLAYER_PROP,PLAYER_PROP,2B,Moisés Ballesteros 2B UNDER 0.5,UNDER,LAA,Moisés Ballesteros,,0320060ef5e42c454dd7d88c7ed16ffaf0a08b99,96e1d998cf73173a01a2f7092e4664995af18064,0.5,DraftKings,-640,1.15625,0.864865,100.0,100.0,95.0,0.844643,0.685628,-17.924,-20.724,80.388,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,TOTAL,TEAM_PROP,TOTAL,SD TOTAL OVER 1.5,OVER,SD,,,d170bb7f4d8f831450f3c5ee373faafa0f3ef14b,3810f4151f3aaea700bf8da63fe5fee87c5e8394,1.5,kalshi,-360.0,1.2778,0.78261,,90.0,,0.785714,0.619416,-16.319,-20.851,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ARI +5.5,AWAY,ARI,,,56a1e392599827425add36b976a5c0e3b8055b26,b4a7f43d409e8fa732b33f3ecf9952df65c7d3c0,5.5,Novig,-770,1.1299,0.88506,100.0,100.0,,0.857143,0.700218,-18.484,-20.882,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,GAMELINE,TOTAL,PDX @ SEA TOTAL OVER 172.5,OVER,,,,16b88431d1fc228316527156a32a7938df78417a,c106a2ea22910ccda78fa8e73e88e5745e1f6c5e,172.5,Fanatics,-220,1.4545,0.6875,80.0,80.0,,0.714286,0.543686,-14.381,-20.921,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,PLAYER_PROP,PLAYER_PROP,2B,Luis Robert Jr. 2B UNDER 0.5,UNDER,NYM,Luis Robert Jr.,,c6e281de077a28a7a56ef347abdee666b15364ad,6a8dec3bf4a6a8e71368815faeaec0d80d56fbf2,0.5,DraftKings,-610,1.163934,0.859155,100.0,100.0,92.0,0.837143,0.676975,-18.218,-21.205,79.418,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,TEAM_PROP,RUNS,LAD RUNS UNDER 7.5,UNDER,LAD,,,5af8527a71d02c1fde324d713dc73236efcbb64a,7868f61c8e86dd5119f56032e407fc13a2ebc0e0,7.5,DraftKings,-800,1.125,0.88889,100.0,100.0,,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,TEAM_PROP,RUNS,LAA RUNS UNDER 7.5,UNDER,LAA,,,ae8c7f1e018251cda58ceef38566c607eab3b773,fcadd47e95a8aee4e7d9a1c6cda7c6c0ff27dcb4,7.5,DraftKings,-800,1.125,0.88889,100.0,100.0,,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,TOTAL,TEAM_PROP,RUNS,HOU RUNS UNDER 7.5,UNDER,HOU,,,e4b853203fd31a4c52c5ca864e20edbc1e866a3f,fd89e3d555990b04a3bb7f9c9b1a289593ac6f29,7.5,DraftKings,-800,1.125,0.88889,100.0,100.0,,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
