sport,league,event_id,event_starts_at,matchup,alt_type,market_type,market,selection,headline_side,team,player,player_id,market_id,outcome_id,line,book,price,decimal_price,implied_prob,l5_pct,l10_pct,season_pct,estimated_prob,conservative_prob,edge_pct,ev_pct,confidence_score,shadow_status,rejection_reasons,recommended_units_pre_news,portfolio_shadow_units,stable_wager_id,cap_reasons,actionable,board,scope,as_of
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,TOTAL,TEAM_PROP,RUNS,SEA RUNS UNDER 7.5,UNDER,SEA,,,6f289ed81a746cadc34a996bc185176558079d49,ae4c36eb2d189845a60b139d42064922e4221119,7.5,Midnite,-800,1.125,0.88889,100.0,100.0,,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,36ff8623e428995786e706503854ba8fc1c26140,2026-08-15T00:10:00+00:00,SEA @ HOU,PLAYER_PROP,PLAYER_PROP,SO,Peter Lambert SO OVER 2.5,OVER,HOU,Peter Lambert,,0109dc751e09e258b6c952abd9ec39c0951a9bb7,014f09ec734f48cec243607638711bd2e7f30124,2.5,Midnite,-800,1.125,0.888889,100.0,100.0,100.0,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,SPREAD,GAMELINE,SPREAD,PDX +15.5,AWAY,PDX,,,26b606d2a0c171236c149b78fc1e026c6914c49d,92fb6acfd62d36e638d37ef21d2b626cec98d727,15.5,Fanatics,-800,1.125,0.88889,100.0,100.0,,0.857143,0.700218,-18.867,-21.225,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +21.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,9e1b754d7848411ae9c42e7d06dbae30196b3603,21.5,DraftKings,-810,1.1235,0.89011,100.0,100.0,,0.857143,0.700218,-18.989,-21.33,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,SPREAD,GAMELINE,SPREAD,DET +3,HOME,DET,,,1f8117721bac3b567064cdbcf1ca8e27213df38c,af1ec6694f6379693e05c0552cc8ac7111168ed3,3.0,DraftKings,-640,1.1562,0.86486,100.0,100.0,,0.846154,0.680406,-18.445,-21.331,80.824,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,TOTAL,TEAM_PROP,RUNS,NYY RUNS UNDER 5.5,UNDER,NYY,,,ef490adcb10f27154bea5a26c70119e579b118b4,d64eea6428de58684dad0d696ed9c7b6cf2e0899,5.5,DraftKings,-225,1.4444,0.69231,80.0,80.0,,0.714286,0.543686,-14.862,-21.47,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,TOTAL,TEAM_PROP,RUNS,CLE RUNS OVER 2.5,OVER,CLE,,,48575e5fb5f5fddba0ed2cb839cbd4bc5c3d2796,9cd0edbfa7f67b23bd262d5a4ce0029f58845ede,2.5,DraftKings,-225,1.4444,0.69231,80.0,80.0,,0.714286,0.543686,-14.862,-21.47,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,TEAM_PROP,RUNS,KC RUNS UNDER 5.5,UNDER,KC,,,232c17e6a06300b43d10abf38ea368bb037893a2,e6da385311ec1c38db4cb82531effb7119688f24,5.5,Midnite,-225,1.4444,0.69231,80.0,80.0,,0.714286,0.543686,-14.862,-21.47,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,SPREAD,GAMELINE,SPREAD,MIL +3.5,AWAY,MIL,,,f94d099e63f4a716463b46fd30e8804f3e71372f,bc6829d47a8723931d741b35274cf9eb3b0bd813,3.5,Fanatics,-375,1.2667,0.78947,80.0,90.0,,0.785714,0.619416,-17.005,-21.539,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +17,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,dcc2b486032f0d5cc13d7f4c9f9648323763ce84,17.0,Fanatics,-375,1.2667,0.78947,80.0,90.0,,0.785714,0.619416,-17.005,-21.539,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +17.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,467f12907eef59c29faf69b78a54da87318e19db,17.5,Hard Rock,-375,1.2667,0.78947,80.0,90.0,,0.785714,0.619416,-17.005,-21.539,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,TOTAL,GAMELINE,TOTAL,SD @ CLE TOTAL OVER 4.5,OVER,,,,bb86cc43ce056df7292c2986f9331e0add074a21,a0b022c1a2adda81424e99c465e10c6702d7688f,4.5,Fanatics,-375,1.2667,0.78947,80.0,90.0,,0.785714,0.619416,-17.005,-21.539,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,PLAYER_PROP,PLAYER_PROP,2B,Junior Caminero 2B UNDER 0.5,UNDER,TB,Junior Caminero,,7c494cda55f2823824a89b0e1e7e3b80f032060c,c980d17482143b3be6dc490ebe8bae7e67f6f19f,0.5,DraftKings,-570,1.175439,0.850746,100.0,100.0,88.0,0.827143,0.665548,-18.52,-21.769,78.133,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,PLAYER_PROP,PLAYER_PROP,PTS,Azzi Fudd PTS OVER 7.5,OVER,DAL,Azzi Fudd,,8690f564ff70f10bc529e223b3ba5f15ab2bce0f,60f1c52427f91f8e94480c1d0412067363aa48f0,7.5,Midnite,-500,1.2,0.833333,100.0,100.0,83.0,0.814643,0.651431,-18.19,-21.828,76.536,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,SPREAD,GAMELINE,SPREAD,PDX +8.5,AWAY,PDX,,,26b606d2a0c171236c149b78fc1e026c6914c49d,40ce56150a56dc93f064ede25a13df2cabdade57,8.5,DraftKings,-230,1.4348,0.69697,80.0,80.0,,0.714286,0.543686,-15.328,-21.992,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,PLAYER_PROP,PLAYER_PROP,2B,Nasim Nuñez 2B UNDER 0.5,UNDER,WSH,Nasim Nuñez,,9131d77dc42cc903234adc40b5c1a6fc284cd67f,b412d91690d6425e553e8f39c024373f9f3df110,0.5,DraftKings,-760,1.131579,0.883721,100.0,100.0,96.0,0.847143,0.688529,-19.519,-22.088,80.712,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
WNBA,WNBA,ce28e39e53f06c32668c3d703ee9067eed9ba577,2026-08-14T23:30:00+00:00,DAL @ IND,SPREAD,GAMELINE,SPREAD,DAL +22.5,AWAY,DAL,,,69cbdd05c51aa1af4414d4627da4919ef384b30b,27a183295d4c04703d64fb44dbfb5ae575e77da8,22.5,DraftKings,-920,1.1087,0.90196,100.0,100.0,,0.857143,0.700218,-20.174,-22.367,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,PLAYER_PROP,PLAYER_PROP,2B,Gleyber Torres 2B UNDER 0.5,UNDER,DET,Gleyber Torres,,60e2299cd1a410ad4728ee88482bb64ccd679d51,6263b6dc452b9b741941237ae04cf961ee7b1339,0.5,DraftKings,-594,1.16835,0.855908,100.0,100.0,87.0,0.824643,0.66271,-19.32,-22.572,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,TEAM_PROP,RUNS,KC RUNS UNDER 6.5,UNDER,KC,,,232c17e6a06300b43d10abf38ea368bb037893a2,d2ae9f5fca9d614d4aba7c13c83d5a0b0c6fcd23,6.5,Hard Rock,-400,1.25,0.8,100.0,90.0,,0.785714,0.619416,-18.058,-22.573,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,SPREAD,GAMELINE,SPREAD,PDX +16.5,AWAY,PDX,,,26b606d2a0c171236c149b78fc1e026c6914c49d,89c2863521a3c54090b2997e7f5d1ed384c5a138,16.5,DraftKings,-950,1.1053,0.90476,100.0,100.0,,0.857143,0.700218,-20.454,-22.605,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,SPREAD,GAMELINE,SPREAD,ATL +3.5,HOME,ATL,,,56a1e392599827425add36b976a5c0e3b8055b26,cd1973c130653ae005acc115cc1b3d18a5841d42,3.5,Fanatics,-950,1.1053,0.90476,100.0,100.0,,0.857143,0.700218,-20.454,-22.605,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,PLAYER_PROP,PLAYER_PROP,ER,Grayson Rodriguez ER OVER 0.5,OVER,LAA,Grayson Rodriguez,,ebfa6e26cdff6d1a4a7d36d684441b657a5e0bf3,b218c6a8532ba1966161771c92fdec751c3de721,0.5,Hard Rock,-950,1.105263,0.904762,100.0,100.0,100.0,0.857143,0.700218,-20.454,-22.607,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,PLAYER_PROP,PLAYER_PROP,2B,Max Clark 2B UNDER 0.5,UNDER,DET,Max Clark,,aa20b407c457fabde3a5062e48c7aeea3ee36675,e76b9163b11402035a0b5ab69a19a60860741594,0.5,Hard Rock,-700,1.142857,0.875,100.0,100.0,92.0,0.837143,0.676975,-19.803,-22.631,79.418,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,PLAYER_PROP,PLAYER_PROP,2B,Lawrence Butler 2B UNDER 0.5,UNDER,ATH,Lawrence Butler,,02f611f530c97ca6b17796f960c6f237d08b720d,62def25e0a379cc60fd6305bfdef0ebd486a7603,0.5,Hard Rock,-600,1.166667,0.857143,100.0,100.0,87.0,0.824643,0.66271,-19.443,-22.684,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,7fcdba132025d708ccb897487bbdf70ae514ed86,2026-08-14T23:10:00+00:00,SD @ CLE,PLAYER_PROP,PLAYER_PROP,2B,Steven Kwan 2B UNDER 0.5,UNDER,CLE,Steven Kwan,,53ca9e990da9e070d83eb9c6fc07e62b367b5e4f,b4428b5138fd94df83e22992ebe738de6e3e9ed2,0.5,Hard Rock,-600,1.166667,0.857143,100.0,100.0,87.0,0.824643,0.66271,-19.443,-22.684,77.813,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0a0695b5ceedd8e03ad7fc7168e13abaaa63c4c4,2026-08-15T02:15:00+00:00,COL @ SF,PLAYER_PROP,PLAYER_PROP,ER,Kyle Freeland ER OVER 0.5,OVER,COL,Kyle Freeland,,6762306591243bc913118c7e3f8d26c5d5999b88,d6b672462b97d9bb3c2cb92ef3cd22e45aca1910,0.5,Hard Rock,-800,1.125,0.888889,100.0,100.0,95.0,0.844643,0.685628,-20.326,-22.867,80.388,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,2c5d4a3cdd2afb7caff13b8a2fdb0368eb059acc,2026-08-14T22:10:00+00:00,MIA @ CIN,PLAYER_PROP,PLAYER_PROP,2B,Elly De La Cruz 2B UNDER 0.5,UNDER,CIN,Elly De La Cruz,,5c97c79cec946bc86fd083eb69988b1bfbfafee4,47f0d134823e4fae821727adf1cd94b66edd4d81,0.5,Hard Rock,-575,1.173913,0.851852,100.0,100.0,85.0,0.819643,0.657056,-19.48,-22.867,77.173,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,PLAYER_PROP,PLAYER_PROP,2B,Braden Montgomery 2B UNDER 0.5,UNDER,CWS,Braden Montgomery,,0d6da19c26b3640e8a62c2d3fdb3c608c66e4c61,264739e13fc7205f25930b077c78f5215c49c8f9,0.5,Hard Rock,-575,1.173913,0.851852,100.0,100.0,85.0,0.819643,0.657056,-19.48,-22.867,77.173,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,aa778db9a68c2bad59ee411b142bb38274926a31,2026-08-15T01:40:00+00:00,TEX @ ATH,TOTAL,TEAM_PROP,RUNS,ATH RUNS UNDER 8.5,UNDER,ATH,,,c8e98b7b8a7d4148b61c22ed8ca59afbfa6bb6e1,9d9fa0ff6c74086b82df55ad3661b2234b44a919,8.5,DraftKings,-1000,1.1,0.90909,100.0,100.0,,0.857143,0.700218,-20.887,-22.976,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,2889bff916cde60cbaab35f182f0068192b7dd44,2026-08-14T23:15:00+00:00,ARI @ ATL,TOTAL,TEAM_PROP,TOTAL,ATL TOTAL OVER 1.5,OVER,ATL,,,9da247bf8dc5946da70a29f3a5f82db01a5d7d8d,5cf8c7ffb44442f99775d420fd0ec7b1090933c3,1.5,betmgm,-1000.0,1.1,0.90909,,100.0,,0.857143,0.700218,-20.887,-22.976,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0ca4cb92aa874e95044a13829b554bd5fb96a8d1,2026-08-14T22:40:00+00:00,CWS @ DET,SPREAD,GAMELINE,SPREAD,DET +4.5,HOME,DET,,,1f8117721bac3b567064cdbcf1ca8e27213df38c,01c682c790c6d624455489755990b0e0a869b62f,4.5,Midnite,-1000,1.1,0.90909,100.0,100.0,,0.857143,0.700218,-20.887,-22.976,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,0a0695b5ceedd8e03ad7fc7168e13abaaa63c4c4,2026-08-15T02:15:00+00:00,COL @ SF,TOTAL,TEAM_PROP,RUNS,SF RUNS UNDER 7.5,UNDER,SF,,,16b3df35d70972486adcb556480c9791d0ec1abf,3b883f8f8f5709b274aeb1683cefb10a421565d9,7.5,DraftKings,-1000,1.1,0.90909,100.0,100.0,,0.857143,0.700218,-20.887,-22.976,82.013,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,TEAM_PROP,RUNS,LAD RUNS UNDER 5.5,UNDER,LAD,,,5af8527a71d02c1fde324d713dc73236efcbb64a,1041cdd20ccc1891f6f954cc5b8db3d8555e7916,5.5,DraftKings,-240,1.4167,0.70588,80.0,80.0,,0.714286,0.543686,-16.219,-22.976,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,6db6568d134f5df21219209469036a5e0afb6764,2026-08-14T23:10:00+00:00,BAL @ TB,SPREAD,GAMELINE,SPREAD,TB +2,HOME,TB,,,9ab5071dfae75d08fbe76eb8985a00ec2f42e0e7,8fa08ca6bc8f44cd1e12da7b21dcc2abfbae2da7,2.0,DraftKings,-414,1.2415,0.80545,100.0,90.0,,0.785714,0.619416,-18.603,-23.1,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,PLAYER_PROP,PLAYER_PROP,2B,Alejandro Kirk 2B UNDER 0.5,UNDER,TOR,Alejandro Kirk,,e5638b0a6f43efefc2549d09d4061898979ac506,7161fc89900cfd613b11e01b0d2355aafa5105b5,0.5,DraftKings,-690,1.144928,0.873418,100.0,100.0,90.0,0.832143,0.671246,-20.217,-23.147,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,PLAYER_PROP,PLAYER_PROP,ER,Seth Lugo ER OVER 0.5,OVER,KC,Seth Lugo,,dc209848c641b5dea07aef809a26b9268c76b4cf,f2c30e4abc8beafdf8404098e4e40d9f9ae4e7c2,0.5,Hard Rock,-750,1.133333,0.882353,100.0,100.0,92.0,0.837143,0.676975,-20.538,-23.276,79.418,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,8a105b91f1d12e353b0236f2f946c271af63c996,2026-08-14T23:15:00+00:00,NYY @ TOR,PLAYER_PROP,PLAYER_PROP,2B,Nathan Lukes 2B UNDER 0.5,UNDER,TOR,Nathan Lukes,,c2f45754ee6b135f8af7b9fb991c91af09c28040,bfd0f7be980a034b2a2972a8a1da4e081e5bfd72,0.5,Hard Rock,-700,1.142857,0.875,100.0,100.0,90.0,0.832143,0.671246,-20.375,-23.286,78.775,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,PLAYER_PROP,PLAYER_PROP,2B,Tommy Edman 2B UNDER 0.5,UNDER,LAD,Tommy Edman,,70237c2f6ba3d95c1dbf93fb6d2d7c25c977f28f,65c154fc8c7808af73ee9e04b2ea47a0ee3533b5,0.5,Hard Rock,-600,1.166667,0.857143,100.0,100.0,85.0,0.819643,0.657056,-20.009,-23.343,77.173,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,
MLB,MLB,f0ccaafc838af31a96ed2832f49e52f61c23b38f,2026-08-14T23:10:00+00:00,WSH @ NYM,TOTAL,GAMELINE,TOTAL,WSH @ NYM TOTAL OVER 6.5,OVER,,,,e5b249e95c9b178083c1ddb167199f8a3d177444,6d13d64ca2a81e0ef44f1d8aeb677521035984e6,6.5,Novig,-245,1.4082,0.71014,80.0,80.0,,0.714286,0.543686,-16.645,-23.438,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,TOTAL,GAMELINE,TOTAL,PDX @ SEA TOTAL OVER 171.5,OVER,,,,16b88431d1fc228316527156a32a7938df78417a,8724ec269ca6029907b7a10bbc0cb69d18b573ec,171.5,Fanatics,-245,1.4082,0.71014,80.0,80.0,,0.714286,0.543686,-16.645,-23.438,64.621,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
WNBA,WNBA,2c0472374a8431b56a1ef85fed8792259c12cbb5,2026-08-15T02:00:00+00:00,PDX @ SEA,SPREAD,GAMELINE,SPREAD,PDX +15,AWAY,PDX,,,26b606d2a0c171236c149b78fc1e026c6914c49d,941f00848402f8ce2301505ab0157f8d67efd054,15.0,Fanatics,-800,1.125,0.88889,100.0,100.0,,0.846154,0.680406,-20.848,-23.454,80.824,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:52:13.851220-04:00
MLB,MLB,ef20c401baa5b5cd51eab647418980093a9acd9a,2026-08-14T22:40:00+00:00,BOS @ PIT,SPREAD,GAMELINE,SPREAD,BOS +2.5,AWAY,BOS,,,c115ec421753a54d5929ca191f83f8c3e3e2e224,b83817600615267260134dce86421b7e5715bfb2,2.5,Fanatics,-425,1.2353,0.80952,100.0,90.0,,0.785714,0.619416,-19.01,-23.484,73.165,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,e88e813157c3cc8b6fc6ba7b14140ce20f3397d8,2026-08-15T02:10:00+00:00,MIL @ LAD,TOTAL,GAMELINE,TOTAL,MIL @ LAD TOTAL OVER 5.0,OVER,,,,9b7f34f352096990dab7fafd92c4928db206a02b,6f5e824ddb2b012f64a9847c397ce979ffabc06f,5.0,Fanatics,-425,1.2353,0.80952,80.0,90.0,,0.785714,0.619416,-19.01,-23.484,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
MLB,MLB,488b3d2d3f8e214c64f3d2f237418aa9f74fbe3b,2026-08-15T01:38:00+00:00,KC @ LAA,TOTAL,GAMELINE,TOTAL,KC @ LAA TOTAL UNDER 12.0,UNDER,,,,0f763b495f66a6a56471fd466c6339749a41668e,221242feea91ee55e1c30739061c3c69b6d11058,12.0,Fanatics,-425,1.2353,0.80952,80.0,90.0,,0.785714,0.619416,-19.01,-23.484,70.665,REJECTED,CONSERVATIVE_EDGE_BELOW_1_5;CONSERVATIVE_EV_BELOW_1_5,,,,,false,ALT_SHADOW_REJECTED,full_game,2026-08-14T17:48:46.511965-04:00
